country_name,country_iso3,year,indicator_name,indicator_code,value
Nepal,NPL,1979,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,60.162053
Nepal,NPL,1979,Arable land (% of land area),AG.LND.ARBL.ZS,15.769231
Nepal,NPL,1979,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.148447
Nepal,NPL,1979,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1979,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1456.900000
Nepal,NPL,1979,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,23.940000
Nepal,NPL,1979,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,9.292239
Nepal,NPL,1979,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,27.510000
Nepal,NPL,1979,Land area (sq. km),AG.LND.TOTL.K2,143000.000000
Nepal,NPL,1979,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,41.350000
Nepal,NPL,1979,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.202797
Nepal,NPL,1979,Rural population (% of total population),SP.RUR.TOTL.ZS,94.184000
Nepal,NPL,1979,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.058192
Nepal,NPL,1979,Surface area (sq. km),AG.SRF.TOTL.K2,147180.000000
Nepal,NPL,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.566434
Nepal,NPL,1980,Agricultural land (sq. km),AG.LND.AGRI.K2,40850.000000
Nepal,NPL,1980,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,48.015933
Nepal,NPL,1980,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,0.592199
Nepal,NPL,1980,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,57.899022
Nepal,NPL,1980,Arable land (% of land area),AG.LND.ARBL.ZS,15.874126
Nepal,NPL,1980,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.145952
Nepal,NPL,1980,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1980,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1687.100000
Nepal,NPL,1980,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,26.670000
Nepal,NPL,1980,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,9.893833
Nepal,NPL,1980,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,30.000000
Nepal,NPL,1980,Land area (sq. km),AG.LND.TOTL.K2,143000.000000
Nepal,NPL,1980,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,43.080000
Nepal,NPL,1980,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.202797
Nepal,NPL,1980,Rural population (% of total population),SP.RUR.TOTL.ZS,93.909000
Nepal,NPL,1980,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.066005
Nepal,NPL,1980,Surface area (sq. km),AG.SRF.TOTL.K2,147180.000000
Nepal,NPL,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.692308
Nepal,NPL,1981,Agricultural land (sq. km),AG.LND.AGRI.K2,41030.000000
Nepal,NPL,1981,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,35.764335
Nepal,NPL,1981,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,0.618827
Nepal,NPL,1981,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,56.798622
Nepal,NPL,1981,Arable land (% of land area),AG.LND.ARBL.ZS,16.000000
Nepal,NPL,1981,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.143697
Nepal,NPL,1981,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1981,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1700.900000
Nepal,NPL,1981,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,27.870000
Nepal,NPL,1981,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,10.412587
Nepal,NPL,1981,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,31.450000
Nepal,NPL,1981,Land area (sq. km),AG.LND.TOTL.K2,143000.000000
Nepal,NPL,1981,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,45.170000
Nepal,NPL,1981,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.202797
Nepal,NPL,1981,Rural population (% of total population),SP.RUR.TOTL.ZS,93.624000
Nepal,NPL,1981,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.042861
Nepal,NPL,1981,Surface area (sq. km),AG.SRF.TOTL.K2,147180.000000
Nepal,NPL,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.717483
Nepal,NPL,1982,Agricultural land (sq. km),AG.LND.AGRI.K2,41066.000000
Nepal,NPL,1982,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,25.637554
Nepal,NPL,1982,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,0.774413
Nepal,NPL,1982,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,57.167290
Nepal,NPL,1982,Arable land (% of land area),AG.LND.ARBL.ZS,16.025175
Nepal,NPL,1982,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.140606
Nepal,NPL,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1982,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1381.500000
Nepal,NPL,1982,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,23.920000
Nepal,NPL,1982,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,13.649415
Nepal,NPL,1982,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,29.270000
Nepal,NPL,1982,Land area (sq. km),AG.LND.TOTL.K2,143000.000000
Nepal,NPL,1982,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,48.400000
Nepal,NPL,1982,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.202797
Nepal,NPL,1982,Rural population (% of total population),SP.RUR.TOTL.ZS,93.384000
Nepal,NPL,1982,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.074651
Nepal,NPL,1982,Surface area (sq. km),AG.SRF.TOTL.K2,147180.000000
Nepal,NPL,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.742657
Nepal,NPL,1983,Agricultural land (sq. km),AG.LND.AGRI.K2,41102.000000
Nepal,NPL,1983,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,10.392659
Nepal,NPL,1983,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.208748
Nepal,NPL,1983,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,56.522513
Nepal,NPL,1983,Arable land (% of land area),AG.LND.ARBL.ZS,16.050350
Nepal,NPL,1983,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.137527
Nepal,NPL,1983,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1983,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1745.300000
Nepal,NPL,1983,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,31.790000
Nepal,NPL,1983,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,129.065744
Nepal,NPL,1983,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,16.251307
Nepal,NPL,1983,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,35.750000
Nepal,NPL,1983,Land area (sq. km),AG.LND.TOTL.K2,143000.000000
Nepal,NPL,1983,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,50.320000
Nepal,NPL,1983,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.202797
Nepal,NPL,1983,Rural population (% of total population),SP.RUR.TOTL.ZS,93.136000
Nepal,NPL,1983,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.105613
Nepal,NPL,1983,Surface area (sq. km),AG.SRF.TOTL.K2,147180.000000
Nepal,NPL,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.767832
Nepal,NPL,1984,Agricultural land (sq. km),AG.LND.AGRI.K2,41138.000000
Nepal,NPL,1984,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,5.013792
Nepal,NPL,1984,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.374554
Nepal,NPL,1984,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,57.298809
Nepal,NPL,1984,Arable land (% of land area),AG.LND.ARBL.ZS,16.075524
Nepal,NPL,1984,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.134549
Nepal,NPL,1984,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1984,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1666.200000
Nepal,NPL,1984,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,32.030000
Nepal,NPL,1984,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,18.913781
Nepal,NPL,1984,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,35.940000
Nepal,NPL,1984,Land area (sq. km),AG.LND.TOTL.K2,143000.000000
Nepal,NPL,1984,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,50.100000
Nepal,NPL,1984,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.202797
Nepal,NPL,1984,Rural population (% of total population),SP.RUR.TOTL.ZS,92.879000
Nepal,NPL,1984,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.069488
Nepal,NPL,1984,Surface area (sq. km),AG.SRF.TOTL.K2,147180.000000
Nepal,NPL,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.786014
Nepal,NPL,1985,Agricultural land (sq. km),AG.LND.AGRI.K2,41164.000000
Nepal,NPL,1985,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,5.603158
Nepal,NPL,1985,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.205021
Nepal,NPL,1985,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,48.858026
Nepal,NPL,1985,Arable land (% of land area),AG.LND.ARBL.ZS,16.100699
Nepal,NPL,1985,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.131734
Nepal,NPL,1985,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1985,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1659.100000
Nepal,NPL,1985,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,32.750000
Nepal,NPL,1985,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,18.853805
Nepal,NPL,1985,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,36.540000
Nepal,NPL,1985,Land area (sq. km),AG.LND.TOTL.K2,143000.000000
Nepal,NPL,1985,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,50.400000
Nepal,NPL,1985,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.202797
Nepal,NPL,1985,Rural population (% of total population),SP.RUR.TOTL.ZS,92.614000
Nepal,NPL,1985,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.985304
Nepal,NPL,1985,Surface area (sq. km),AG.SRF.TOTL.K2,147180.000000
Nepal,NPL,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.895105
Nepal,NPL,1986,Agricultural land (sq. km),AG.LND.AGRI.K2,41320.000000
Nepal,NPL,1986,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,5.146755
Nepal,NPL,1986,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.578434
Nepal,NPL,1986,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,48.697150
Nepal,NPL,1986,Arable land (% of land area),AG.LND.ARBL.ZS,16.125874
Nepal,NPL,1986,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.129057
Nepal,NPL,1986,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1986,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1524.700000
Nepal,NPL,1986,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,30.970000
Nepal,NPL,1986,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,19.536427
Nepal,NPL,1986,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,35.330000
Nepal,NPL,1986,Land area (sq. km),AG.LND.TOTL.K2,143000.000000
Nepal,NPL,1986,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,51.570000
Nepal,NPL,1986,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.202797
Nepal,NPL,1986,Rural population (% of total population),SP.RUR.TOTL.ZS,92.340000
Nepal,NPL,1986,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.913011
Nepal,NPL,1986,Surface area (sq. km),AG.SRF.TOTL.K2,147180.000000
Nepal,NPL,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.913287
Nepal,NPL,1987,Agricultural land (sq. km),AG.LND.AGRI.K2,41346.000000
Nepal,NPL,1987,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1.534862
Nepal,NPL,1987,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.935512
Nepal,NPL,1987,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,47.950332
Nepal,NPL,1987,Arable land (% of land area),AG.LND.ARBL.ZS,16.151049
Nepal,NPL,1987,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.126550
Nepal,NPL,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1987,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1684.100000
Nepal,NPL,1987,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,35.890000
Nepal,NPL,1987,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,23.459041
Nepal,NPL,1987,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,39.480000
Nepal,NPL,1987,Land area (sq. km),AG.LND.TOTL.K2,143000.000000
Nepal,NPL,1987,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,52.280000
Nepal,NPL,1987,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.202797
Nepal,NPL,1987,Rural population (% of total population),SP.RUR.TOTL.ZS,92.056000
Nepal,NPL,1987,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.809407
Nepal,NPL,1987,Surface area (sq. km),AG.SRF.TOTL.K2,147180.000000
Nepal,NPL,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.938462
Nepal,NPL,1988,Agricultural land (sq. km),AG.LND.AGRI.K2,41382.000000
Nepal,NPL,1988,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,47.792110
Nepal,NPL,1988,Arable land (% of land area),AG.LND.ARBL.ZS,16.176224
Nepal,NPL,1988,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.124108
Nepal,NPL,1988,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1988,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1780.400000
Nepal,NPL,1988,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,39.420000
Nepal,NPL,1988,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,24.334688
Nepal,NPL,1988,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,42.750000
Nepal,NPL,1988,Land area (sq. km),AG.LND.TOTL.K2,143000.000000
Nepal,NPL,1988,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,54.470000
Nepal,NPL,1988,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.202797
Nepal,NPL,1988,Rural population (% of total population),SP.RUR.TOTL.ZS,91.762000
Nepal,NPL,1988,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.784639
Nepal,NPL,1988,Surface area (sq. km),AG.SRF.TOTL.K2,147180.000000
Nepal,NPL,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.956643
Nepal,NPL,1989,Agricultural land (sq. km),AG.LND.AGRI.K2,41408.000000
Nepal,NPL,1989,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,47.689567
Nepal,NPL,1989,Arable land (% of land area),AG.LND.ARBL.ZS,16.201399
Nepal,NPL,1989,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.121567
Nepal,NPL,1989,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1989,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1886.900000
Nepal,NPL,1989,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,41.860000
Nepal,NPL,1989,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,29.084081
Nepal,NPL,1989,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,44.840000
Nepal,NPL,1989,Land area (sq. km),AG.LND.TOTL.K2,143000.000000
Nepal,NPL,1989,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,55.540000
Nepal,NPL,1989,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.202797
Nepal,NPL,1989,Rural population (% of total population),SP.RUR.TOTL.ZS,91.459000
Nepal,NPL,1989,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.893140
Nepal,NPL,1989,Surface area (sq. km),AG.SRF.TOTL.K2,147180.000000
Nepal,NPL,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.981818
Nepal,NPL,1990,Agricultural land (sq. km),AG.LND.AGRI.K2,41444.000000
Nepal,NPL,1990,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,48.802893
Nepal,NPL,1990,Arable land (% of land area),AG.LND.ARBL.ZS,16.226573
Nepal,NPL,1990,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.118845
Nepal,NPL,1990,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1990,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1920.100000
Nepal,NPL,1990,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,46.490000
Nepal,NPL,1990,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,31.249785
Nepal,NPL,1990,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,48.850000
Nepal,NPL,1990,Forest area (% of land area),AG.LND.FRST.ZS,39.664336
Nepal,NPL,1990,Forest area (sq. km),AG.LND.FRST.K2,56720.000000
Nepal,NPL,1990,Land area (sq. km),AG.LND.TOTL.K2,143000.000000
Nepal,NPL,1990,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,57.650000
Nepal,NPL,1990,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.202797
Nepal,NPL,1990,Rural land area (sq. km),AG.LND.TOTL.RU.K2,140996.078028
Nepal,NPL,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.000000
Nepal,NPL,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,0.000000
Nepal,NPL,1990,Rural population (% of total population),SP.RUR.TOTL.ZS,91.146000
Nepal,NPL,1990,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.076879
Nepal,NPL,1990,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,0.000000
Nepal,NPL,1990,Surface area (sq. km),AG.SRF.TOTL.K2,147180.000000
Nepal,NPL,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.000000
Nepal,NPL,1991,Agricultural land (sq. km),AG.LND.AGRI.K2,41470.000000
Nepal,NPL,1991,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,44.723387
Nepal,NPL,1991,Arable land (% of land area),AG.LND.ARBL.ZS,16.251748
Nepal,NPL,1991,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.115988
Nepal,NPL,1991,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1991,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1721.000000
Nepal,NPL,1991,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,42.280000
Nepal,NPL,1991,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,77.769209
Nepal,NPL,1991,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,89.085907
Nepal,NPL,1991,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,74.153696
Nepal,NPL,1991,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,34.896730
Nepal,NPL,1991,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,43.940000
Nepal,NPL,1991,Forest area (% of land area),AG.LND.FRST.ZS,39.740392
Nepal,NPL,1991,Forest area (sq. km),AG.LND.FRST.K2,56828.760000
Nepal,NPL,1991,Land area (sq. km),AG.LND.TOTL.K2,143000.000000
Nepal,NPL,1991,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,50.480000
Nepal,NPL,1991,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.202797
Nepal,NPL,1991,Rural population (% of total population),SP.RUR.TOTL.ZS,90.820000
Nepal,NPL,1991,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.229869
Nepal,NPL,1991,Surface area (sq. km),AG.SRF.TOTL.K2,147180.000000
Nepal,NPL,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.078322
Nepal,NPL,1992,Agricultural land (sq. km),AG.LND.AGRI.K2,41582.000000
Nepal,NPL,1992,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,42.665263
Nepal,NPL,1992,Arable land (% of land area),AG.LND.ARBL.ZS,16.274825
Nepal,NPL,1992,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.112923
Nepal,NPL,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1992,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1919.300000
Nepal,NPL,1992,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,48.490000
Nepal,NPL,1992,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,77.501031
Nepal,NPL,1992,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,88.603131
Nepal,NPL,1992,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,73.934016
Nepal,NPL,1992,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,35.235251
Nepal,NPL,1992,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,48.820000
Nepal,NPL,1992,Forest area (% of land area),AG.LND.FRST.ZS,39.816448
Nepal,NPL,1992,Forest area (sq. km),AG.LND.FRST.K2,56937.520000
Nepal,NPL,1992,Land area (sq. km),AG.LND.TOTL.K2,143000.000000
Nepal,NPL,1992,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,50.890000
Nepal,NPL,1992,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.265035
Nepal,NPL,1992,Rural population (% of total population),SP.RUR.TOTL.ZS,90.418000
Nepal,NPL,1992,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.377043
Nepal,NPL,1992,Surface area (sq. km),AG.SRF.TOTL.K2,147180.000000
Nepal,NPL,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.156643
Nepal,NPL,1993,Agricultural land (sq. km),AG.LND.AGRI.K2,41694.000000
Nepal,NPL,1993,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,39.895948
Nepal,NPL,1993,Arable land (% of land area),AG.LND.ARBL.ZS,16.297902
Nepal,NPL,1993,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.110037
Nepal,NPL,1993,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1993,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1714.300000
Nepal,NPL,1993,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,46.090000
Nepal,NPL,1993,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,77.057131
Nepal,NPL,1993,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,88.299871
Nepal,NPL,1993,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,73.430792
Nepal,NPL,1993,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,31.552390
Nepal,NPL,1993,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,47.120000
Nepal,NPL,1993,Forest area (% of land area),AG.LND.FRST.ZS,39.892503
Nepal,NPL,1993,Forest area (sq. km),AG.LND.FRST.K2,57046.280000
Nepal,NPL,1993,Land area (sq. km),AG.LND.TOTL.K2,143000.000000
Nepal,NPL,1993,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,51.290000
Nepal,NPL,1993,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.327273
Nepal,NPL,1993,Rural population (% of total population),SP.RUR.TOTL.ZS,90.001000
Nepal,NPL,1993,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.268009
Nepal,NPL,1993,Surface area (sq. km),AG.SRF.TOTL.K2,147180.000000
Nepal,NPL,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.234965
Nepal,NPL,1994,Agricultural land (sq. km),AG.LND.AGRI.K2,41806.000000
Nepal,NPL,1994,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1.424900
Nepal,NPL,1994,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,5.319607
Nepal,NPL,1994,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,40.441708
Nepal,NPL,1994,Arable land (% of land area),AG.LND.ARBL.ZS,16.320979
Nepal,NPL,1994,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.107466
Nepal,NPL,1994,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500.000000
Nepal,NPL,1994,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1913.900000
Nepal,NPL,1994,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,51.200000
Nepal,NPL,1994,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,76.641555
Nepal,NPL,1994,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,87.877896
Nepal,NPL,1994,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,73.013343
Nepal,NPL,1994,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,39.847466
Nepal,NPL,1994,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,51.410000
Nepal,NPL,1994,Forest area (% of land area),AG.LND.FRST.ZS,39.968559
Nepal,NPL,1994,Forest area (sq. km),AG.LND.FRST.K2,57155.040000
